bedrooms,bathrooms,area,age,price
3,1,8450,1961,232500
3,2.25,7350,1984,221000
3,2,7210,1983,210000
3,1.5,8340,1960,200000
3,1,5412,1905,197500
3,2,4320,1912,186000
3,1.75,8079,1983,177000
2,1,39964,1945,120000
6,4.5,10800,1999,2400000
3,2.25,17833,1973,2110000
7,3.5,15235,1965,1950000
5,3.25,4800,2008,1460000
4,2.25,6280,1905,1330000
4,3.5,36200,1989,1320000
5,4,7800,1937,1300000
7,5.5,13782,2004,1240000
5,3.25,6551,1939,1230000
6,4.25,244716,2002,1140000
3,3,43560,1989,1080000
4,4.5,13551,1998,995000
3,1.5,14133,1954,979000
3,2.75,10125,1960,970500
4,2.5,11548,1988,950000
3,3.25,18892,1962,950000
4,2,10437,1959,925000
4,2.75,8014,2012,925000
3,3.25,4000,2003,915000
4,3.5,14486,1997,905000
3,2.25,9552,1975,885000
4,3,30884,1988,869000
3,2.25,8170,1995,850000
5,2.25,10192,1978,830000
3,3.25,8338,2001,812000
4,2.75,7035,2004,800000
4,1.75,10920,1974,790000
3,2.25,3000,1905,780000
4,2.5,4400,2014,775950
2,2.5,7781,2006,754800
4,3.25,27591,2000,725000
6,1.75,4080,1917,725000
3,3.5,8837,2001,725000
4,2.5,6628,2003,715000
5,2.75,11700,1964,681500
4,2.25,5453,1926,665900
4,3.25,9273,1988,660000
3,3.25,1565,2005,654000
4,2.5,6587,2003,650000
2,1.75,4400,1930,640000
4,2.5,10306,1986,632500
3,2.5,4800,2014,625000
3,2.5,7777,1989,623000
4,2.5,7553,1996,605000
2,1,3600,1919,600000
3,2.75,22649,1993,595000
3,3.5,1710,1999,587206
4,2.75,4900,2013,565000
5,2.5,4080,1916,547000
3,2.25,1879,2001,525000
4,1,6000,1917,511500
4,2,11479,1940,489000
4,2.25,9665,1976,488800
4,3,6250,1990,482500
4,1,5500,1941,480000
3,1.75,8085,1976,477000
3,2.5,5013,2003,458000
3,1.5,28516,1975,456000
3,2.25,4653,1985,455000
4,2.25,21000,1954,455000
3,2,3480,1947,450000
4,2.5,6853,2006,448000
4,2.5,21781,1994,443500
3,2.75,7280,1979,441000
5,3,12429,1977,436500
3,2.5,5612,1999,425000
3,2.25,10209,1967,425000
5,2.75,10319,1959,420000
5,3,3149,2013,420000
2,1,3960,1925,412000
3,1,10000,2002,405000
3,1,10005,1950,400000
4,1.75,189486,1972,400000
4,2.25,7927,1973,400000
4,2.5,11717,1997,397000
3,1,4000,1925,395000
3,1,3750,1910,390000
3,1.5,4288,1949,380000
4,2.5,12236,1978,378000
4,2.5,4770,2005,371000
3,2.25,11612,1981,359950
5,2.25,7420,1973,359900
4,2.5,8265,1996,355000
2,1,10800,1943,355000
3,1.75,11249,1985,340000
3,2.5,4600,2014,339990
4,3,8504,1992,337000
3,2,7884,1942,332000
3,2.25,11227,1995,330000
3,2.5,8085,1983,329950
2,1,4239,1948,325000
3,1.5,60960,1967,291000
4,2,6302,1997,282000
3,2,8089,1987,280000
4,2,7700,1979,279000
4,1,7500,1959,264950
1,1,16306,1931,250000
1,0.75,15000,1963,245000
3,1,8160,1960,237000
2,2,2841,2004,218000
4,2.5,11600,1931,215000
2,2,5756,1910,210000
3,1,7314,1960,205000
3,1,7156,1953,203000
3,2.25,7420,1913,200000
2,1,6600,1949,200000
2,1,5130,1948,175000
3,2.5,20000,1952,1100000
3,2.5,6830,2000,930000
4,2,6300,1928,849000
3,1.75,5544,1934,750000
4,2.25,8994,1986,639500
4,1.75,2788,1943,442900
4,1.5,9176,1956,418000
2,1,1820,1948,375000
4,3.5,14406,1987,874150
4,2.5,10613,1989,810000
3,1.75,5000,1907,802000
4,2.5,7300,1963,732600
4,2.5,10083,1966,687000
2,1.75,6000,1914,565000
4,2.5,6023,1990,545000
4,2.5,8400,1963,500000
2,2.25,6770,1926,480000
3,2.5,40003,1977,439500
4,2.5,6260,2004,374000
4,2.5,13550,1999,330000
3,4.5,17826,2005,3400000
4,3.5,20377,1997,2080000
3,2.75,18731,1974,1700000
4,2.5,74487,1948,1580000
3,2.5,11394,1956,1290000
4,3.75,3944,1913,1220000
4,2.5,13194,1965,1190000
4,3.25,7661,2006,905000
5,3.5,10155,1996,905000
3,1,6978,1949,899000
4,2.5,29163,1998,835000
5,2.5,35124,1984,831500
4,2.5,206474,1997,806000
3,2.25,11824,1972,800000
4,3,4895,1954,800000
4,3.5,59863,1987,780000
4,2.5,6158,1999,775000
3,2,5000,1941,750000
4,2.25,5102,1954,735000
3,1.75,8613,1962,725000
4,2.5,30410,1988,725000
4,2.5,30500,1960,715000
2,1,4560,1907,690000
2,1.5,1676,1943,685000
4,2.5,11120,1982,675000
3,2.5,5300,2008,670000
5,3,7081,2013,664950
3,3.25,2850,1987,660000
4,2.5,7351,1990,650000
3,2.5,1375,2014,649950
2,1.75,280962,2005,649000
4,3.5,6000,2014,633634
5,2,4180,1926,615000
6,2.75,8400,1962,603500
3,2.5,10153,1987,600000
4,2.5,7875,1966,590000
3,2.5,1269,2009,579000
3,2.5,5750,1976,577000
4,2,3884,1924,569000
3,2.25,907,2006,562500
3,2.5,12476,1989,560000
4,2.5,7989,1990,560000
3,2.5,3255,1988,550000
3,1.75,8086,1964,550000
2,1,3500,1924,525000
5,3.25,5027,2013,515000
6,2.5,8122,1977,502000
3,1,5100,1911,500000
3,2.25,3817,2005,497000
3,2,12196,1918,495000
4,2.5,7345,1973,494000
4,2.5,1860,2014,491234
3,2.25,2500,1984,490000
3,2.25,11319,1978,479000
3,1.75,6000,1905,471001
3,2.5,8221,1992,470000
5,2.5,9760,1978,460000
4,2.5,6107,2003,459950
3,2,1599,2012,458500
4,1.75,50965,1956,453000
4,1.75,4333,1942,450000
3,2.25,7280,1972,449500
4,2.5,5040,1930,449000
2,1,21675,1958,446000
3,1.75,10280,1977,442500
4,2.5,7253,1990,442000
3,1.75,7207,1983,440000
2,1.5,4625,1949,430000
3,1.75,12731,1981,430000
2,1,6413,1950,425000
3,2.25,39189,1992,425000
3,2,5029,1937,420000
4,2.5,8518,1955,415000
2,1,2599,1901,405000
3,2.25,1245,2004,405000
3,1,8004,1960,403500
2,0.75,1350,2009,402101
4,1.75,20283,1965,400000
3,1.75,5223,1940,399950
3,1.75,7149,1955,396500
3,1.75,12821,1959,389800
3,3.25,1677,2007,385000
4,2.75,37011,1984,385000
4,2.5,7471,1990,375000
4,2,25600,1962,365000
2,1.5,1768,2009,362500
3,2.5,15264,1997,362300
4,1.5,6417,1953,360000
7,3,9569,1963,350000
3,1.75,10150,1957,350000
3,2,38781,1949,349900
3,1,8400,1955,347000
3,1.75,8100,1950,346000
3,2.5,4118,1989,345950
3,3.75,8625,1959,345100
3,1,4200,1904,345000
3,1.5,1192,2008,345000
3,1.75,12750,1993,337000
1,1,5100,1907,335000
4,1.5,9360,1970,334000
3,2.5,4995,2011,329900
3,1,9834,1969,326000
4,1.75,7208,1975,324000
4,2.25,19000,1975,322200
3,2.5,7417,1998,320000
4,1.5,43560,1974,320000
5,3,8214,2013,312891
3,2.5,4775,2006,310000
4,2.5,4469,2008,300000
4,2.5,5550,2004,300000
2,1,7200,1951,299995
3,1,9238,1946,291500
2,2,17600,1930,290900
3,1,8145,1932,290000
3,2.75,750,2008,286000
3,2.5,6263,2003,285000
2,1,3000,1925,280000
2,1,6552,1949,275000
3,1,6000,1952,275000
4,2.5,8400,1977,269950
3,1.75,7412,1976,269500
3,1,9450,1928,265000
3,1.75,7482,1966,264000
3,1.75,18200,1962,261350
4,2.5,37045,1989,260000
3,2,6738,1990,249900
2,1.75,8645,1963,249500
3,1,19204,1968,249000
3,1.75,9600,1984,239950
3,1,11100,1968,235000
6,3,7956,1980,235000
4,1.75,8891,1962,235000
2,1,11100,1940,234000
3,2.25,2958,1985,233500
3,1,389126,1919,230000
3,1.75,8820,1967,225000
3,2,8505,1931,215000
2,1,6780,1945,205425
3,1.5,9600,1968,200000
5,2.5,8750,1959,199950
3,1,13100,1943,165000
3,1.5,2356,2012,160797
4,5,18641,2002,3080000
5,2.75,13800,1959,2700000
5,4.75,13180,1940,2470000
4,2.5,15600,1973,1250000
4,3.75,53574,1994,1220000
3,2.5,5925,1913,1160000
2,2,9052,1900,1010000
4,2.25,10200,1973,998000
3,2.25,9950,1930,970000
4,1.75,3825,1926,941000
4,3,35261,1985,925000
4,2.5,3841,2005,880000
4,2.5,22588,1996,875000
4,2.25,13900,2010,859000
4,3.5,37122,1996,850000
4,3,4000,1958,850000
3,2,4750,1930,845000
3,2.5,203425,2000,839000
3,3.5,6150,1908,819000
4,3.5,31450,2010,790000
4,2.75,8760,1978,762500
4,3.25,9571,2004,751000
4,2.5,4850,2013,745641
4,2.5,18295,1986,725000
3,1.75,9840,1978,689000
4,1.75,5000,1929,687500
3,1.5,5756,1946,683500
3,3.5,5611,2004,675000
6,2.75,8346,1961,665000
2,2.25,6000,1902,660000
4,2.5,9594,1997,640000
4,2.5,2772,2012,639888
2,1,2640,1927,631500
3,2.5,64073,1976,625000
4,2.5,55387,1994,620000
2,1,5000,1949,615000
3,1.75,4080,1924,615000
4,1.75,7700,1968,600000
4,3.25,14930,1995,600000
5,2.75,22572,1968,599000
4,2.5,8195,2006,589950
3,2.5,100545,1998,585000
4,2.5,20793,1991,575000
3,2.25,5000,1926,575000
2,1,13392,1947,549000
3,2.5,4132,1999,535000
2,1.5,3680,1941,530000
3,1.75,35722,1984,520000
4,2.75,14021,1999,518000
3,2.25,1309,2006,510000
3,2,14350,1955,502000
3,2.5,5412,1920,485000
2,1.75,3000,1906,483000
3,1.75,10466,1959,464500
3,2.25,2003,1996,457500
4,2.5,4502,2005,455000
2,1.5,1259,2015,455000
4,1.75,7400,1959,445000
3,1.75,9900,1957,440000
3,1.75,6380,1948,438000
4,2.5,8505,1980,437000
3,2.5,4500,1990,425000
4,1.5,6180,1946,425000
3,2.5,3821,2005,420000
3,1.75,8000,1977,415000
3,2.5,6031,2011,415000
3,2.5,12750,1995,405000
3,2.75,7300,1957,405000
3,1,8053,1951,405000
3,2,11413,1984,400000
3,2.5,23100,1967,400000
3,2.5,18980,1976,396500
4,1.75,5120,1943,395000
3,2.5,1936,2007,395000
3,2.25,15559,1963,380000
3,2.5,30886,1992,379000
3,1,11783,1978,367500
3,1.75,11440,1977,366000
4,1.75,8450,1960,362500
3,1.75,7200,1957,360000
3,1.5,100188,1969,358000
2,2.25,747,2007,355000
2,1,7680,1922,350000
4,3,5606,2004,350000
4,2.5,5289,1989,349950
3,1.5,10726,1966,348500
4,1.75,6204,1950,343500
2,1.75,7507,1982,342500
4,2,5080,1948,339000
3,1,4128,1942,339000
3,1,7284,1963,336500
2,1,5220,1956,329950
2,1.5,1119,2005,329445
3,1,6906,1948,325000
3,1.5,8710,1955,324950
4,2.5,7992,1978,319000
5,2.5,11375,1962,317000
4,1.75,27072,1958,314900
4,2.25,9371,1968,305000
4,2,8454,1953,304000
3,1,7007,1954,300000
2,1,5120,1941,300000
2,1,5400,1950,295000
3,1.75,7560,1968,295000
3,2.5,9607,1988,289000
3,1,9253,1968,275000
3,1,7435,1969,258000
2,2,9265,1940,257500
3,2.25,7881,1977,252000
4,2.75,5827,1997,236000
4,1.75,6000,1944,230000
3,1.75,13102,1968,225000
3,1,18205,1945,218000
3,1.5,7600,1968,218000
2,1,5500,1956,210000
3,1,8512,1991,199000
3,1,7577,1983,194000
3,1.5,9600,1962,160000
2,1,5280,1942,139000
4,3.25,8570,2004,2300000
5,3.5,22885,1978,1700000
3,1.5,4775,1913,1360000
3,1.5,2885,1900,1330000
4,3.5,17398,2003,1280000
4,3.5,37034,1989,1230000
4,1.75,13470,2006,1200000
3,2,18815,1979,1150000
4,2.25,127631,1924,1140000
5,3.25,7947,2001,1070000
4,4.5,284011,1985,1010000
3,4.5,47044,1968,995000
5,3,5477,2009,975000
5,3.25,5000,2005,957000
5,2.25,15512,1981,913888
5,3.5,10200,1970,905000
4,1,4000,1905,890000
4,2.75,4000,1912,870000
5,3.25,9648,1968,860000
4,2.5,8086,2005,804100
2,1,5719,1955,800000
4,2.5,12415,1997,770000
4,3.5,15253,2007,762000
4,2.5,6000,1942,760000
3,1.5,5000,1915,750000
5,2.5,16570,1967,744500
4,2.5,10392,1995,740000
5,2.5,5377,2006,739900
3,2.5,7510,1996,725000
4,2.5,5170,2000,725000
4,2.5,5686,2004,700000
5,2,4211,1908,690500
4,1.5,6200,1954,680000
3,2.75,4000,2008,660000
4,2.5,3375,1926,657000
4,2.75,16532,1940,650000
3,2.75,16960,1953,645000
33,1.75,6000,1947,640000
5,2.5,21208,1955,625000
4,2.5,4736,2001,608000
3,2.25,9162,1978,599990
4,4,8250,2015,597326
3,1.75,9000,1958,595888
3,2.25,1406,2014,594000
4,2.75,4613,2005,594000
5,3,19439,1973,589950
4,2.75,6825,1973,585000
3,2.5,8144,1989,583000
4,2.5,5415,1996,578000
3,2.25,3333,1924,575000
3,2.5,6832,2002,574000
2,1.75,4008,2005,565000
3,2.5,1312,2007,563500
2,0.75,3700,1914,562100
3,1.75,11165,1959,557500
4,2.5,3974,1994,544000
4,2.75,5133,1958,531500
5,2.25,7910,1962,530000
4,2.5,2617,1910,519000
3,2.5,8060,1987,505000
3,1.75,10695,1975,505000
3,1.5,4750,1940,500000
3,2.5,7307,1998,482000
5,3.5,6895,2001,459000
3,1,22144,1970,454000
3,1.5,11740,1954,450000
4,2.75,5650,1952,450000
2,1,4390,1931,450000
3,1.75,17100,1953,440000
2,1,3036,1943,435000
3,2.5,2267,2009,425000
4,2.25,9984,1973,418800
3,1.5,7700,1968,410000
2,2.5,1845,1997,409900
4,2.25,3672,1926,402000
3,2.5,7508,1962,400000
2,2.25,14258,2007,395000
4,2.5,8548,1993,390000
4,2.25,9583,1965,386000
3,1.75,13430,1977,383000
2,1,2910,1924,381500
3,2.25,11400,1984,374500
3,2,9600,1983,365500
3,2.5,2790,2011,364000
4,2,48693,1949,356000
4,1,8890,1925,352000
3,1,8184,1947,349000
2,1.75,6300,1941,346500
3,1,11802,1932,346500
6,2.25,28535,1951,330000
3,2.5,3600,2014,328423
4,2.5,10051,1997,320000
4,2,5336,1918,315000
2,1,5400,1950,310000
3,2.5,3730,2012,309620
3,1,18144,1942,308000
6,2,8240,1964,305000
3,2.5,7942,1990,299950
3,1.75,7650,1978,299950
3,1,8593,1979,299900
3,2.5,887,2007,288000
2,1,3475,1930,286000
3,2,6377,1995,285000
3,1,8400,1954,283000
3,1.75,8250,1966,280000
7,2.5,5458,1994,280000
3,1,7566,1958,276900
4,2.25,11250,1959,276000
2,1,4840,1927,275000
3,2.5,8364,1990,270000
2,1,8398,1962,270000
3,1.5,8450,1951,265950
2,1,5650,1944,260000
3,1.5,8184,1954,260000
5,2.5,7760,2007,260000
3,2.5,3676,1992,255950
4,2.25,6136,1990,249000
3,2.5,7686,1989,246500
3,2.25,8400,1968,245700
3,2,5760,1985,245000
3,2.25,2820,2012,240000
4,2,9415,1984,235000
3,1,6180,1955,233000
3,1,8498,1958,205000
3,1,8750,1965,205000
3,1,4800,1938,200000
3,2,6833,1995,200000
3,1,9000,1966,196500
1,0.75,29258,1941,190000
3,1,3264,1969,152000
2,1,8100,1942,150000
5,3,5000,1902,1990000
4,2.25,16684,1979,1410000
4,3,20001,1972,1390000
3,3,5500,1950,1390000
4,3.5,5040,2003,1340000
3,3,8500,1910,1250000
3,2.5,4000,1918,1150000
4,3.5,5267,2008,1080000
4,3.5,7832,2007,1050000
4,3.5,19850,1977,1030000
4,3.75,6738,2013,971971
3,1.75,2691,1915,937000
4,3.5,50479,1987,910000
4,3.5,5000,2008,900000
4,2.75,31747,1985,879000
4,2.5,12100,1977,827000
4,2.5,7140,2006,826000
3,2,11989,1968,815000
4,2.75,4743,1949,815000
3,2.75,5875,1929,805000
3,1.75,75794,1958,800000
4,2.5,16809,1990,800000
4,3.25,3898,2014,782900
3,2.75,14800,1976,775000
4,2.5,10800,1955,772650
3,2.5,13964,1959,760000
4,2.75,4000,1912,755000
4,2.75,5080,1903,750000
6,3,5000,1921,725000
3,3.25,136915,1990,710000
3,2.75,12063,1993,695000
5,3.5,7598,1993,690000
4,2.5,10274,1989,675750
3,1.5,4400,1906,670000
4,2.5,11877,1996,669950
2,1.75,10766,1952,669000
3,1.75,478288,1933,667000
3,2.5,37843,1974,663000
3,2,3876,1928,663000
3,1,9622,1955,660000
3,2,3729,1922,638000
3,1.75,5000,1945,626000
6,3.5,6875,2004,620000
3,2,41343,1988,620000
3,2.5,8016,2004,600000
4,1.75,6975,1975,580000
5,3,49709,1960,575000
4,1.75,265716,1979,568000
4,1.75,174240,1964,563500
4,2.5,16360,1959,560000
5,3,6930,2004,555000
4,2.5,27540,1997,550000
3,3,209088,1942,537000
3,2,26571,1987,530000
4,2.75,6625,2011,525000
3,3.5,1102,2010,518500
3,1.75,11787,1983,495000
3,1.75,11085,1983,475580
2,1.75,6417,1924,471000
3,2.5,8490,1969,460000
4,2.5,19017,1961,460000
5,2.75,8925,1967,451000
3,1.5,23660,1952,450000
2,1.75,3340,1912,450000
2,1.5,1221,2008,446000
4,1.5,4670,1947,440000
4,2.5,7826,1976,440000
3,1.5,6290,1949,440000
4,2.5,7526,1989,440000
4,2.75,8751,1962,435000
3,2.5,5353,2009,429900
4,2,4857,1965,424000
3,1.75,249126,2008,420000
3,1,6700,1957,415000
3,2.5,4540,2012,414000
4,2.5,4652,2001,405000
2,1,2475,1911,402000
4,3,5000,2001,399000
3,3.25,913,2006,390000
4,2.5,22651,1970,385000
3,1.5,14500,1961,370000
5,2,19000,1924,365000
5,1.75,6654,1953,359000
3,1.5,12497,1967,358000
3,1.5,8840,1952,357250
4,2.75,7350,1977,354950
4,2.5,5476,2005,354000
3,2.25,16290,1987,350000
2,1,7954,1941,339000
3,2.5,7324,2012,334888
4,3,3031,2006,330675
3,1,7800,1956,329950
2,1,5316,1948,320000
3,2,34175,1999,320000
4,2.5,10200,1977,315000
4,2.5,5499,2002,310000
4,1.75,17664,1968,302000
3,2.25,10395,1967,300000
2,1,7740,1924,290000
4,2.25,7200,1984,289659
2,1,7200,1975,285000
4,2.25,7350,1977,280927
3,1.75,6620,1988,279900
4,2.25,9900,1965,270000
2,1,81021,1954,270000
3,2.5,6684,1991,268000
3,1.5,8160,1967,267000
3,2,20000,1968,254600
5,2,16117,1959,254000
3,1,12384,1954,253500
4,1,7410,1944,252750
3,2,8002,1991,252500
3,2.5,7700,1978,249900
3,1,27760,1981,243800
4,1,2171,1933,240000
4,2,5926,1942,235867
5,2.5,9583,1979,235000
3,1,9946,1956,230000
2,1.75,11276,1972,225500
3,2,11475,1945,225000
4,1.5,9289,1959,224000
3,1.75,11968,2014,224000
3,1.5,15600,1981,220000
3,1,6710,1912,219500
2,1.75,4482,1980,216500
2,1,8040,1943,210000
2,1,7569,1950,202000
3,1.75,9346,1963,200500
3,1.5,6000,1968,177500
3,1.75,15330,1956,164950
3,1,9612,1962,150000
4,4.5,53330,1993,1820000
4,3,9750,1972,1620000
5,2.75,13297,1969,1200000
4,4.25,13833,2003,1050000
3,2.25,4800,1903,1020000
4,2.75,8580,2014,982000
5,2.5,24300,1950,755000
4,2.25,11597,1984,750000
3,3,4896,2006,738000
4,3,3672,1916,735000
3,2.25,1212,2011,735000
3,2.5,54450,1990,725000
3,1.5,6240,1952,718500
2,1.5,4080,1916,710000
3,2.5,4153,2003,710000
3,2.5,1545,2002,700000
4,2.75,10970,1994,687500
3,2.25,5300,1939,672500
2,1,3200,1925,665000
3,2.5,35000,1988,665000
5,2.5,7200,1977,661500
4,2.5,38677,1987,652500
4,2.5,63118,1997,641000
4,1.75,37800,1981,602000
3,3.25,3075,2005,589500
3,1.75,6380,1939,561500
4,2.5,6583,2003,560000
4,3.5,16197,2006,550000
4,1.75,48351,1978,530000
2,0.75,40642,1937,528000
5,1.75,5000,1906,523460
1,1.25,638,2014,516500
2,1.5,1687,2008,504200
2,1.5,8040,1951,500000
4,1,7100,1906,500000
3,2.5,5348,2000,490000
4,2.75,5527,2014,483453
2,1,3420,1902,480000
4,2.5,8913,1991,469900
4,2.5,6000,2012,465000
4,2.25,8424,1979,464900
4,2.5,35091,1985,460000
4,3,10000,2013,459000
4,2.75,37533,1979,453000
2,1,8380,1953,447000
2,1,2570,1927,430000
3,2.5,9391,2005,427000
3,1,213444,1988,425000
4,2.25,7700,1959,417000
3,1.75,8944,1967,415000
3,2.5,1536,2000,415000
3,2.75,64626,2009,415000
3,2,45738,1981,410000
3,1,19000,1950,410000
3,2.5,10431,1989,399950
5,1,6757,1944,397000
4,2.5,9793,2002,394000
4,2.5,7867,1996,355000
2,2.25,10838,1985,355000
3,1.75,22693,1980,355000
5,1.75,14322,1968,350000
3,1.75,10409,1981,342000
4,1.75,7350,1978,330000
5,2.75,8050,1998,327000
4,2.5,4865,2005,320000
6,4,4240,1993,315000
3,1.5,8911,1956,300000
1,1,2500,1907,295000
4,2,942,2008,288790
2,1,8155,1948,285000
1,1,1950,1928,280000
3,2.5,7950,1985,279000
2,1,11400,1951,275500
2,1,4800,1922,260000
3,1.75,12349,1957,259500
3,2.25,6819,1995,257500
3,2.5,6194,1998,255000
3,3,4440,2014,246950
3,1.75,6300,1998,235000
3,1.75,8712,1960,235000
1,1.5,1456,2007,235000
4,1,18000,1955,234000
3,1.75,9600,1969,230000
2,1.75,1773,2014,229800
3,1,8789,1966,221000
2,1.75,15600,1972,215500
2,1,5040,1926,212700
3,1,9583,1967,209950
2,1,8100,1940,195000
2,1,3400,1905,191000
2,1,8424,1959,170000
3,1,7473,1959,140000
3,4.25,7200,1930,1600000
4,4.25,8750,1951,1080000
4,2.5,11500,1972,699900
2,1,2542,1904,650000
4,2.5,40918,1994,598000
5,2.5,16777,1920,585000
3,2.5,9100,1998,475000
3,1.5,5000,1927,470000
3,1,9087,1969,339900
3,1.75,1716,1978,314500
4,1,8499,1949,300000
3,1,8128,1983,234000
2,1.75,3376,1980,230000
3,2.25,54014,1964,835000
2,1,3400,1924,530000
4,2.75,15540,1974,402000
3,3.5,1275,2007,397000
3,2,15005,1986,345000
5,2.75,6222,1991,325000
3,1,7650,1957,265000
4,3.75,7965,2013,2070000
5,4.25,8050,1914,1930000
5,3.5,26540,2008,1730000
5,3.25,11250,2007,1510000
4,2.5,12215,1956,1310000
3,1.75,14630,1948,1230000
4,2,3360,1905,1200000
3,3,5001,1989,1170000
4,2.75,9143,1995,1100000
4,1.75,6300,1937,972000
4,3.25,8589,2007,963000
4,2.5,7680,2007,950000
2,2.5,2067,1974,935000
5,2.75,16100,1960,896000
4,2.5,5265,2014,882566
4,2.75,4392,1931,880000
4,1.5,3245,1929,875000
3,2.5,2387,1920,850000
4,2.5,7048,2005,780000
5,3,5700,1964,765000
4,2.5,165528,1984,760000
4,2.25,4046,1940,669500
3,2.5,4007,2005,635000
3,2,29185,1949,570000
3,2.25,15002,1955,560000
3,2.25,9600,1967,550000
4,1.5,128502,1958,550000
3,2.5,1613,2007,544000
3,1,6300,1925,535000
4,2.25,15086,1981,530000
3,2.5,4506,2003,515000
4,3,15048,1979,500000
4,1.75,9786,1967,492650
3,2.25,10733,1958,491950
3,2.25,4322,1985,491500
4,3,3497,2003,490000
4,3,9664,1981,480000
3,1.75,8666,1948,461000
3,2.5,1330,2008,457000
4,2.5,6031,2005,449000
4,2.25,39446,1977,445800
2,1.5,3400,1919,441000
3,2.5,7904,2006,439000
4,2.5,11173,1988,436500
4,2,3840,1904,435000
2,2,934,2008,427500
2,1.75,4980,2006,419000
1,1.5,5750,1911,410000
5,3.25,6589,1906,408000
2,1,5750,1947,406500
4,2.5,7859,1992,397500
3,1.75,7030,1968,385000
4,2.5,6998,2001,383962
3,1,7341,1982,370000
4,2.75,10316,1993,359500
3,2.25,1524,2005,355000
3,1,8855,1958,349810
2,1,5750,1932,345000
4,2.5,5000,2006,345000
4,2.5,5970,2002,337000
4,2.5,11784,1997,330000
3,2.25,7200,1990,327500
3,1,8800,1954,308000
2,1,8153,1947,300000
3,2.5,8584,1937,289950
4,2.25,8734,1991,285000
2,2,10856,1952,265000
4,2,60548,1960,263400
3,1.75,8100,1985,263000
2,1,9967,1919,255000
3,2,5000,1965,250000
3,1,9400,1954,248000
3,2.75,14197,1996,245000
2,1.5,1758,1990,243000
2,1,28800,1928,235000
2,1,24792,1976,170000
2,1,7623,1942,100000
5,5.5,42840,1978,3800000
3,2.25,17450,1930,2370000
4,4.75,9778,1928,2300000
4,2.75,10900,1924,1700000
3,3.25,5445,1913,1640000
4,2.75,12750,1918,1570000
4,3.5,5800,1937,1360000
6,2.75,5432,1900,1300000
4,3.5,3850,2008,1200000
4,2.5,10422,1996,1150000
5,3.25,4000,1997,1110000
3,2.75,7216,1967,1080000
4,2.5,16015,1990,1060000
4,3.5,8501,2008,1020000
3,1,12855,1920,1010000
4,1.75,5080,1914,955500
4,1.5,5055,1910,952500
5,5.5,12637,2001,925000
4,3.5,10666,2005,920000
5,3.5,8279,2001,875000
4,3.25,112750,2006,850000
4,2.75,6637,2003,825000
3,2.25,9750,1989,820000
4,2.25,8866,1987,808000
3,3.5,221284,1993,800000
5,2.5,5029,2004,739900
2,2.25,4920,1941,730000
4,2.5,12866,1977,729032
3,1.75,6000,1959,725000
3,2.5,4094,2002,712000
3,2.5,51354,1998,695000
3,2,4080,1922,695000
4,2.5,7200,1962,691500
3,2,28500,1983,660000
4,2.5,46748,2004,650000
2,2.25,965,2007,640000
3,2.5,1984,2008,629800
4,3,6325,1948,620000
4,1.75,5846,1957,616000
2,2.5,14878,1990,600000
5,2.25,7781,1960,600000
2,1,2002,1900,600000
4,2.5,20011,1987,595000
3,2,6413,1947,590000
4,1,2566,1921,581000
3,2.5,11000,1978,580000
4,2.5,8483,1991,570000
4,1,3376,1911,563000
4,2.5,11005,1994,548000
3,2.5,3210,1928,545000
3,1.75,9580,1984,540000
4,2.5,10140,1968,540000
4,1.75,5000,1945,535000
3,2.5,39478,1989,530000
2,2.5,1458,2012,525000
3,2.5,7200,1994,515000
2,1,5000,1907,515000
3,1.75,7020,1934,510000
3,1.75,9594,1977,507500
4,2.75,9778,1962,505000
3,2.25,45613,1983,502000
2,1,4500,1926,500000
5,3.25,12087,1975,500000
4,2.75,6334,2013,499990
3,2.25,47916,1991,485000
4,1.75,4096,1900,485000
3,2.25,21485,1989,482000
3,2.25,3896,1994,478000
4,3,6885,1945,476000
3,2.5,1053,2008,460000
2,1,3825,1929,459500
3,1.75,9012,1966,452000
3,1.75,13775,1963,450000
4,2.5,42077,1994,445000
3,2.5,13446,1993,435000
4,1.5,5053,1963,433000
4,2.5,6087,2001,431000
3,1.5,19163,1964,425000
3,2.5,5689,2009,425000
4,2.5,5048,2014,417838
4,1,8475,1928,406000
2,1,2280,1946,402500
3,2,11172,1984,401000
4,2.5,4500,2014,399895
5,2.25,32481,1958,392000
3,1.75,9000,1967,382500
3,1.75,35150,1977,375000
2,1,6050,1952,370000
3,3.5,5100,2004,357500
3,2,3600,1963,349500
2,1,7775,1955,345000
3,2.25,941,2006,337000
2,2.5,1029,2007,332888
3,2.5,11312,1959,330000
4,1.75,8976,1978,328950
4,2.5,9601,2003,321000
3,2,13303,1993,314500
3,1,6000,1927,307000
3,2.25,5128,2001,300000
3,2.75,9620,1987,300000
4,2.5,3826,2006,300000
3,1,10710,1962,280000
1,0.75,1801,1923,276000
4,2.5,6600,1987,274900
2,1,7906,1948,260000
3,2.25,9680,1961,260000
3,2,4072,1907,245000
3,2,7000,1986,241000
3,1.5,9310,1967,219950
3,1.75,9546,1984,217500
3,1.75,8239,1981,205000
1,1,833,1926,202000
2,1,13531,1979,174000
3,1,8514,1959,165050
2,1,4320,1937,102500
5,6.25,21738,2001,3300000
4,2.5,18362,1983,2290000
